0.0848977;1.70155
0.127139;1.77089
0.169381;2.09894
0.211622;3.16662
0.253864;3.22579
0.296105;3.21468
0.338346;3.23652
0.380588;3.13507
0.422829;2.94772
0.465071;2.76264
0.507312;2.60653
0.549554;2.45661
0.591795;2.27353
0.634037;2.14512
0.676278;2.04207
0.718519;2.08604
0.760761;1.97766
0.803002;1.87865
0.845244;1.93738
0.887485;1.71601
0.929727;1.81095
0.971968;1.86065
1.01421;1.83551
1.056451;1.77308
1.098693;1.65524
1.140934;1.62038
1.183175;1.68977
1.225417;1.78532
1.267658;0
1.3099;0
1.352141;0
1.394383;0
1.436624;0
1.478866;0
1.521107;0
1.563349;0
1.60559;0
1.647831;0
1.690073;0
