0.084254;4.863
0.125852;15.023
0.16745;19.82
0.209047;46.28
0.250645;37.87
0.292243;39.04
0.333841;34.85
0.375438;30.5
0.417036;26.11
0.458634;22.02
0.500232;18.92
0.541829;15.815
0.583427;12.955
0.625025;9.818
0.666623;8.477
0.70822;6.66
0.749818;5.313
0.791416;4.414
0.833014;3.38
0.874611;2.621
0.916209;2.186
0.957807;1.503
0.999405;1.09
1.041002;0.83
1.0826;0.565
1.124198;0.432
1.165796;0.238
1.207393;0.147
1.248991;0.063
1.290589;0.026
1.332187;0.007
1.373784;0.001
1.415382;0
1.45698;0
1.498578;0
1.540175;0
1.581773;0
1.623371;0
1.664969;0
