0.0843004;4.82
0.125945;11.634
0.167589;21.79
0.209233;33.24
0.250877;30.65
0.292521;27.35
0.334166;26.71
0.37581;23.96
0.417454;20.14
0.459098;17
0.500742;14.252
0.542387;12.003
0.584031;9.283
0.625675;7.491
0.667319;5.813
0.708963;4.784
0.750607;4.244
0.792252;3.361
0.833896;2.544
0.87554;1.933
0.917184;1.481
0.958828;1.046
1.000473;0.711
1.042117;0.579
1.083761;0.349
1.125405;0.146
1.167049;0.093
1.208694;0.023
1.250338;0.017
1.291982;0.002
1.333626;0
1.37527;0
1.416914;0
1.458559;0
1.500203;0
1.541847;0
1.583491;0
1.625135;0
