0.0847703;1.489
0.126884;9.645
0.168998;14.178
0.211112;36.3
0.253227;40.22
0.295341;39.08
0.337455;34.48
0.379569;34.56
0.421683;29.39
0.463797;23.69
0.505911;20.5
0.548025;15.582
0.590139;13.36
0.632253;10.875
0.674367;9.002
0.716481;7.167
0.758595;5.882
0.800709;4.599
0.842823;3.824
0.884937;3.001
0.927052;2.1
0.969166;1.688
1.01128;1.262
1.053394;0.81
1.095508;0.605
1.137622;0.434
1.179736;0.26
1.22185;0.14
1.263964;0.069
1.306078;0.023
1.348192;0.002
1.390306;0
1.43242;0
1.474534;0
1.516648;0
1.558762;0
1.600877;0
1.642991;0
1.685105;0
1.727219;0
