0.0852131;2.12
0.12777;8.099
0.170327;13.452
0.212884;26.99
0.255441;28.78
0.297997;24.29
0.340554;24.65
0.383111;21.95
0.425668;18.02
0.468225;13.884
0.510782;12.236
0.553339;10.395
0.595896;8.933
0.638452;7.348
0.681009;5.633
0.723566;4.542
0.766123;3.687
0.80868;2.94
0.851237;2.206
0.893794;1.581
0.936351;1.128
0.978907;0.886
1.021464;0.591
1.064021;0.389
1.106578;0.26
1.149135;0.126
1.191692;0.044
1.234249;0.018
1.276805;0.005
1.319362;0
1.361919;0
1.404476;0
1.447033;0
1.48959;0
1.532147;0
1.574704;0
1.61726;0
