0.0848977;2.226
0.127139;11.661
0.169381;16.09
0.211622;42.8
0.253864;39.56
0.296105;38.75
0.338346;34.48
0.380588;30.39
0.422829;25.86
0.465071;21.01
0.507312;17.6
0.549554;15.194
0.591795;12.129
0.634037;9.683
0.676278;8.391
0.718519;6.418
0.760761;4.692
0.803002;4.25
0.845244;3.216
0.887485;2.685
0.929727;2.057
0.971968;1.487
1.01421;1.108
1.056451;0.871
1.098693;0.568
1.140934;0.401
1.183175;0.199
1.225417;0.129
1.267658;0.043
1.3099;0.013
1.352141;0.005
1.394383;0
1.436624;0
1.478866;0
1.521107;0
1.563349;0
1.60559;0
1.647831;0
1.690073;0
